Product_ID,Sale_Date,Month,Year,Year_Month,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Total_Cost,Unit_Price,Discount,Discount_Value,Discount_Range,Unit_Profit,Profit,Margin_Profit,Customer_Type,Payment_Method,Sales_Channel,Region_and_Sales_Rep
1093,08/05/2023,5,2023,23/05,Bob,East,"10,787.66",17,Furniture,382.27,"6,498.59",764.54,0.17,"2,209.52",11-20%,382.27,"4,289.07",0.40,Returning,Credit Card,Retail,East-Bob
1077,07/02/2023,2,2023,23/02,Eve,West,"23,371.13",12,Clothing,"1,174.89","14,098.68","2,743.09",0.29,"9,545.95",21-30%,"1,568.20","9,272.45",0.40,New,Credit Card,Retail,West-Eve
1055,25/03/2023,3,2023,23/03,David,East,"22,602.08",11,Electronics,"1,242.63","13,668.93","2,600.93",0.21,"6,008.15",21-30%,"1,358.30","8,933.15",0.40,New,Bank Transfer,Retail,East-David
1026,08/05/2023,5,2023,23/05,Charlie,West,"57,305.52",20,Clothing,"1,733.06","34,661.20","3,452.14",0.17,"11,737.28",11-20%,"1,719.08","22,644.32",0.40,New,Credit Card,Retail,West-Charlie
1062,06/11/2023,11,2023,23/11,David,East,"45,783.33",25,Food,"1,108.48","27,712.00","2,616.19",0.3,"19,621.43",21-30%,"1,507.71","18,071.33",0.39,New,Bank Transfer,Retail,East-David
1022,24/11/2023,11,2023,23/11,Eve,West,"22,956.27",29,Furniture,479.58,"13,907.82",909.88,0.13,"3,430.25",11-20%,430.30,"9,048.45",0.39,Returning,Credit Card,Retail,West-Eve
1016,17/01/2023,1,2023,23/01,Eve,West,"55,828.90",21,Electronics,"1,611.17","33,834.57","2,953.91",0.1,"6,203.21",0-10%,"1,342.74","21,994.33",0.39,New,Bank Transfer,Retail,West-Eve
1012,22/10/2023,10,2023,23/10,David,North,"67,734.74",34,Furniture,"1,209.98","41,139.32","2,521.77",0.21,"18,005.44",21-30%,"1,311.79","26,595.42",0.39,New,Bank Transfer,Retail,North-David
1095,25/04/2023,4,2023,23/04,Bob,South,"31,329.50",10,Electronics,"1,903.40","19,034.00","3,263.49",0.04,"1,305.40",0-10%,"1,360.09","12,295.50",0.39,Returning,Credit Card,Online,South-Bob
1098,18/10/2023,10,2023,23/10,Eve,West,"14,274.52",21,Furniture,414.48,"8,703.97",828.95,0.18,"3,133.43",11-20%,414.48,"5,570.54",0.39,New,Bank Transfer,Online,West-Eve
1062,28/05/2023,5,2023,23/05,Bob,South,"23,067.91",28,Electronics,502.35,"14,065.80","1,004.70",0.18,"5,063.69",11-20%,502.35,"9,002.11",0.39,Returning,Bank Transfer,Online,South-Bob
1007,03/03/2023,3,2023,23/03,Eve,West,"2,110.33",1,Food,"1,290.69","1,290.69","2,637.91",0.2,527.58,11-20%,"1,347.22",819.64,0.39,Returning,Credit Card,Online,West-Eve
1033,12/05/2023,5,2023,23/05,Bob,North,"43,486.21",16,Furniture,"1,663.31","26,612.96","3,397.36",0.2,"10,871.55",11-20%,"1,734.05","16,873.25",0.39,New,Bank Transfer,Retail,North-Bob
1088,16/11/2023,11,2023,23/11,Eve,North,"25,201.18",13,Furniture,"1,187.54","15,438.02","2,517.60",0.23,"7,527.62",21-30%,"1,330.06","9,763.16",0.39,New,Bank Transfer,Retail,North-Eve
1009,21/04/2023,4,2023,23/04,Eve,North,"27,560.80",47,Clothing,359.41,"16,892.27",733.00,0.2,"6,890.20",11-20%,373.59,"10,668.53",0.39,Returning,Bank Transfer,Retail,North-Eve
1056,17/05/2023,5,2023,23/05,David,West,"92,713.87",47,Furniture,"1,209.13","56,829.11","2,529.02",0.22,"26,150.07",21-30%,"1,319.89","35,884.76",0.39,Returning,Cash,Retail,West-David
1029,01/03/2023,3,2023,23/03,David,East,"73,977.54",28,Clothing,"1,620.96","45,386.88","3,108.30",0.15,"13,054.86",11-20%,"1,487.34","28,590.66",0.39,New,Credit Card,Retail,East-David
1009,01/11/2023,11,2023,23/11,Bob,South,"12,483.06",14,Food,547.79,"7,669.06",958.76,0.07,939.58,0-10%,410.97,"4,814.00",0.39,Returning,Credit Card,Retail,South-Bob
1085,06/12/2023,12,2023,23/12,Eve,North,"127,406.36",42,Electronics,"1,865.18","78,337.56","3,159.88",0.04,"5,308.60",0-10%,"1,294.70","49,068.80",0.39,New,Cash,Retail,North-Eve
1033,03/08/2023,8,2023,23/08,Alice,West,"19,284.48",40,Food,297.60,"11,904.00",595.20,0.19,"4,523.52",11-20%,297.60,"7,380.48",0.38,Returning,Credit Card,Online,West-Alice
1035,18/04/2023,4,2023,23/04,David,South,"33,074.44",34,Food,600.48,"20,416.32","1,200.96",0.19,"7,758.20",11-20%,600.48,"12,658.12",0.38,Returning,Cash,Online,South-David
1016,25/06/2023,6,2023,23/06,Alice,West,"6,125.82",2,Electronics,"1,892.25","3,784.50","3,480.58",0.12,835.34,11-20%,"1,588.33","2,341.32",0.38,Returning,Cash,Retail,West-Alice
1030,05/02/2023,2,2023,23/02,David,East,"106,091.68",49,Furniture,"1,337.72","65,548.28","2,925.86",0.26,"37,275.46",21-30%,"1,588.14","40,543.40",0.38,Returning,Cash,Retail,East-David
1028,10/06/2023,6,2023,23/06,Alice,North,"6,120.40",2,Furniture,"1,893.55","3,787.10","3,255.53",0.06,390.66,0-10%,"1,361.98","2,333.30",0.38,Returning,Bank Transfer,Online,North-Alice
1027,23/08/2023,8,2023,23/08,Bob,East,"1,820.19",4,Electronics,282.61,"1,130.44",548.25,0.17,372.81,11-20%,265.64,689.75,0.38,New,Credit Card,Online,East-Bob
1036,23/08/2023,8,2023,23/08,David,East,"50,758.31",25,Food,"1,268.40","31,710.00","2,707.11",0.25,"16,919.44",21-30%,"1,438.71","19,048.31",0.38,New,Cash,Retail,East-David
1066,28/03/2023,3,2023,23/03,Charlie,North,"3,541.66",7,Clothing,316.22,"2,213.54",632.44,0.2,885.42,11-20%,316.22,"1,328.12",0.38,New,Bank Transfer,Online,North-Charlie
1084,11/01/2023,1,2023,23/01,Bob,East,"10,891.27",21,Clothing,324.15,"6,807.05",648.29,0.2,"2,722.82",11-20%,324.15,"4,084.23",0.38,Returning,Bank Transfer,Online,East-Bob
1034,11/02/2023,2,2023,23/02,Eve,South,"14,949.38",26,Electronics,359.36,"9,343.36",718.72,0.2,"3,737.34",11-20%,359.36,"5,606.02",0.38,New,Cash,Retail,South-Eve
1002,29/11/2023,11,2023,23/11,David,North,"78,608.06",24,Furniture,"2,053.37","49,280.88","3,599.27",0.09,"7,774.42",0-10%,"1,545.90","29,327.18",0.37,New,Credit Card,Retail,North-David
1052,03/02/2023,2,2023,23/02,Bob,North,"4,377.06",18,Furniture,152.75,"2,749.50",267.22,0.09,432.90,0-10%,114.47,"1,627.56",0.37,Returning,Cash,Online,North-Bob
1015,03/05/2023,5,2023,23/05,David,South,"68,128.20",30,Food,"1,427.65","42,829.50","3,027.92",0.25,"22,709.40",21-30%,"1,600.27","25,298.70",0.37,Returning,Bank Transfer,Online,South-David
1013,25/02/2023,2,2023,23/02,Eve,East,"74,057.03",31,Food,"1,504.49","46,639.19","3,023.97",0.21,"19,686.04",21-30%,"1,519.48","27,417.84",0.37,Returning,Cash,Online,East-Eve
1022,17/08/2023,8,2023,23/08,Charlie,South,"42,785.74",21,Food,"1,284.63","26,977.23","2,869.60",0.29,"17,475.86",21-30%,"1,584.97","15,808.51",0.37,New,Bank Transfer,Retail,South-Charlie
1041,01/03/2023,3,2023,23/03,Charlie,East,"141,763.03",44,Electronics,"2,035.82","89,576.08","3,391.46",0.05,"7,461.21",0-10%,"1,355.64","52,186.95",0.37,New,Credit Card,Retail,East-Charlie
1098,07/11/2023,11,2023,23/11,Alice,West,"56,637.46",31,Food,"1,155.23","35,812.13","2,502.76",0.27,"20,948.10",21-30%,"1,347.53","20,825.33",0.37,Returning,Cash,Retail,West-Alice
1094,04/03/2023,3,2023,23/03,Bob,North,"27,710.17",49,Food,357.92,"17,538.08",715.84,0.21,"7,365.99",21-30%,357.92,"10,172.09",0.37,Returning,Credit Card,Retail,North-Bob
1021,11/02/2023,2,2023,23/02,Charlie,West,"27,972.57",32,Food,553.26,"17,704.16","1,106.51",0.21,"7,435.75",21-30%,553.26,"10,268.41",0.37,New,Cash,Online,West-Charlie
1082,30/11/2023,11,2023,23/11,Alice,South,"46,802.58",41,Electronics,722.49,"29,621.89","1,444.97",0.21,"12,441.19",21-30%,722.49,"17,180.69",0.37,Returning,Bank Transfer,Online,South-Alice
1092,25/05/2023,5,2023,23/05,Bob,East,"12,695.14",20,Food,401.75,"8,034.90",803.49,0.21,"3,374.66",21-30%,401.75,"4,660.24",0.37,New,Bank Transfer,Online,East-Bob
1025,22/12/2023,12,2023,23/12,Bob,South,"13,169.61",11,Food,757.74,"8,335.19","1,515.49",0.21,"3,500.78",21-30%,757.74,"4,834.41",0.37,Returning,Bank Transfer,Retail,South-Bob
1058,29/12/2023,12,2023,23/12,David,North,"102,386.32",34,Electronics,"1,908.04","64,873.36","3,273.22",0.08,"8,903.16",0-10%,"1,365.18","37,512.96",0.37,Returning,Credit Card,Retail,North-David
1019,24/05/2023,5,2023,23/05,Eve,South,"37,887.70",13,Food,"1,850.16","24,052.08","3,202.68",0.09,"3,747.14",0-10%,"1,352.52","13,835.62",0.37,New,Cash,Online,South-Eve
1017,20/02/2023,2,2023,23/02,Charlie,North,"2,566.96",16,Furniture,102.23,"1,635.68",167.12,0.04,106.96,0-10%,64.89,931.28,0.36,New,Credit Card,Retail,North-Charlie
1039,22/07/2023,7,2023,23/07,Alice,East,"122,476.76",42,Clothing,"1,867.62","78,440.04","3,600.14",0.19,"28,729.12",11-20%,"1,732.52","44,036.72",0.36,Returning,Credit Card,Retail,East-Alice
1096,02/05/2023,5,2023,23/05,Alice,East,"26,596.13",32,Furniture,532.78,"17,048.80","1,065.55",0.22,"7,501.47",21-30%,532.78,"9,547.33",0.36,Returning,Bank Transfer,Retail,East-Alice
1062,01/11/2023,11,2023,23/11,Bob,East,"32,778.63",36,Food,583.67,"21,011.94","1,167.33",0.22,"9,245.25",21-30%,583.67,"11,766.69",0.36,New,Cash,Online,East-Bob
1063,21/07/2023,7,2023,23/07,Bob,East,"29,357.20",32,Electronics,588.09,"18,818.72","1,176.17",0.22,"8,280.24",21-30%,588.09,"10,538.48",0.36,New,Bank Transfer,Retail,East-Bob
1002,20/02/2023,2,2023,23/02,Charlie,West,"11,309.95",26,Food,278.85,"7,249.97",557.69,0.22,"3,189.99",21-30%,278.85,"4,059.98",0.36,New,Credit Card,Retail,West-Charlie
1017,29/10/2023,10,2023,23/10,Eve,East,586.75,1,Furniture,376.12,376.12,752.24,0.22,165.49,21-30%,376.12,210.63,0.36,New,Bank Transfer,Online,East-Eve
1017,16/07/2023,7,2023,23/07,Alice,South,"16,567.76",18,Furniture,590.02,"10,620.36","1,180.04",0.22,"4,672.96",21-30%,590.02,"5,947.40",0.36,Returning,Bank Transfer,Online,South-Alice
1025,28/07/2023,7,2023,23/07,David,West,"33,895.49",37,Electronics,587.24,"21,727.88","1,174.48",0.22,"9,560.27",21-30%,587.24,"12,167.61",0.36,New,Credit Card,Online,West-David
1076,22/03/2023,3,2023,23/03,Charlie,South,"54,023.53",23,Food,"1,506.59","34,651.57","2,864.45",0.18,"11,858.82",11-20%,"1,357.86","19,371.96",0.36,Returning,Credit Card,Retail,South-Charlie
1061,21/09/2023,9,2023,23/09,Charlie,South,"58,269.94",25,Food,"1,495.09","37,377.25","3,027.01",0.23,"17,405.31",21-30%,"1,531.92","20,892.69",0.36,New,Cash,Online,South-Charlie
1069,01/02/2023,2,2023,23/02,Eve,North,"42,305.28",18,Furniture,"1,507.64","27,137.52","3,219.58",0.27,"15,647.16",21-30%,"1,711.94","15,167.76",0.36,New,Bank Transfer,Retail,North-Eve
1004,27/06/2023,6,2023,23/06,Alice,West,"5,299.99",2,Electronics,"1,700.66","3,401.32","2,977.52",0.11,655.05,11-20%,"1,276.86","1,898.67",0.36,Returning,Credit Card,Retail,West-Alice
1093,22/11/2023,11,2023,23/11,Charlie,North,"69,565.86",22,Furniture,"2,032.68","44,718.96","3,634.58",0.13,"10,394.90",11-20%,"1,601.90","24,846.90",0.36,New,Bank Transfer,Online,North-Charlie
1096,01/11/2023,11,2023,23/11,Bob,South,"40,185.51",17,Food,"1,521.67","25,868.39","3,069.94",0.23,"12,003.47",21-30%,"1,548.27","14,317.12",0.36,Returning,Bank Transfer,Retail,South-Bob
1061,22/03/2023,3,2023,23/03,Alice,East,"75,371.74",34,Clothing,"1,428.25","48,560.50","2,771.02",0.2,"18,842.94",11-20%,"1,342.77","26,811.24",0.36,New,Bank Transfer,Online,East-Alice
1008,27/08/2023,8,2023,23/08,David,South,"88,846.18",40,Clothing,"1,434.92","57,396.80","3,001.56",0.26,"31,216.22",21-30%,"1,566.64","31,449.38",0.35,Returning,Bank Transfer,Online,South-David
1033,28/02/2023,2,2023,23/02,David,West,"7,912.32",3,Clothing,"1,706.18","5,118.54","3,177.64",0.17,"1,620.60",11-20%,"1,471.46","2,793.78",0.35,Returning,Cash,Online,West-David
1048,15/10/2023,10,2023,23/10,Charlie,North,"122,385.98",42,Electronics,"1,887.42","79,271.64","3,349.37",0.13,"18,287.56",11-20%,"1,461.95","43,114.34",0.35,Returning,Credit Card,Retail,North-Charlie
1039,03/06/2023,6,2023,23/06,Bob,South,"26,276.00",8,Clothing,"2,127.57","17,020.56","3,609.34",0.09,"2,598.72",0-10%,"1,481.77","9,255.44",0.35,Returning,Credit Card,Online,South-Bob
1084,13/08/2023,8,2023,23/08,Alice,West,"72,745.79",21,Furniture,"2,245.41","47,153.61","3,765.31",0.08,"6,325.72",0-10%,"1,519.90","25,592.18",0.35,New,Cash,Online,West-Alice
1052,14/04/2023,4,2023,23/04,David,North,"3,299.10",5,Furniture,428.46,"2,142.28",856.91,0.23,985.45,21-30%,428.46,"1,156.83",0.35,Returning,Bank Transfer,Retail,North-David
1033,23/04/2023,4,2023,23/04,Charlie,East,"44,723.63",44,Electronics,660.03,"29,041.32","1,320.06",0.23,"13,359.01",21-30%,660.03,"15,682.31",0.35,Returning,Bank Transfer,Retail,East-Charlie
1055,29/05/2023,5,2023,23/05,Eve,North,"34,231.43",40,Furniture,555.71,"22,228.20","1,111.41",0.23,"10,224.97",21-30%,555.71,"12,003.23",0.35,New,Bank Transfer,Online,North-Eve
1078,12/06/2023,6,2023,23/06,Charlie,South,"85,980.30",29,Electronics,"1,925.24","55,831.96","3,222.65",0.08,"7,476.55",0-10%,"1,297.41","30,148.34",0.35,Returning,Credit Card,Retail,South-Charlie
1038,15/10/2023,10,2023,23/10,David,West,"69,467.07",31,Clothing,"1,457.27","45,175.37","2,766.51",0.19,"16,294.74",11-20%,"1,309.24","24,291.70",0.35,New,Cash,Retail,West-David
1049,29/12/2023,12,2023,23/12,Charlie,South,"98,934.50",38,Food,"1,693.35","64,347.30","3,381.22",0.23,"29,551.86",21-30%,"1,687.87","34,587.20",0.35,Returning,Cash,Retail,South-Charlie
1037,23/01/2023,1,2023,23/01,Bob,North,"94,494.15",40,Clothing,"1,537.54","61,501.60","3,192.37",0.26,"33,200.65",21-30%,"1,654.83","32,992.55",0.35,Returning,Bank Transfer,Online,North-Bob
1015,16/11/2023,11,2023,23/11,Eve,East,"2,573.58",1,Furniture,"1,676.17","1,676.17","3,027.74",0.15,454.16,11-20%,"1,351.57",897.41,0.35,New,Bank Transfer,Retail,East-Eve
1067,11/04/2023,4,2023,23/04,Bob,East,"41,165.06",17,Food,"1,579.01","26,843.17","3,186.15",0.24,"12,999.49",21-30%,"1,607.14","14,321.89",0.35,New,Bank Transfer,Retail,East-Bob
1021,14/03/2023,3,2023,23/03,David,South,"20,452.26",23,Food,580.75,"13,357.25",956.16,0.07,"1,539.42",0-10%,375.41,"7,095.01",0.35,Returning,Cash,Retail,South-David
1092,23/03/2023,3,2023,23/03,Bob,South,"50,044.18",18,Food,"1,817.90","32,722.20","3,475.29",0.2,"12,511.04",11-20%,"1,657.39","17,321.98",0.35,Returning,Bank Transfer,Online,South-Bob
1074,12/08/2023,8,2023,23/08,Bob,East,"4,911.37",2,Food,"1,615.45","3,230.90","2,994.74",0.18,"1,078.11",11-20%,"1,379.29","1,680.47",0.34,Returning,Bank Transfer,Online,East-Bob
1014,18/12/2023,12,2023,23/12,David,East,"3,390.33",4,Furniture,557.62,"2,230.48","1,115.24",0.24,"1,070.63",21-30%,557.62,"1,159.85",0.34,New,Credit Card,Retail,East-David
1037,23/01/2023,1,2023,23/01,Charlie,East,"26,266.17",25,Food,691.21,"17,280.37","1,382.43",0.24,"8,294.58",21-30%,691.21,"8,985.79",0.34,Returning,Credit Card,Retail,East-Charlie
1003,14/09/2023,9,2023,23/09,Bob,West,"46,257.67",15,Clothing,"2,033.67","30,505.05","3,388.84",0.09,"4,574.93",0-10%,"1,355.17","15,752.62",0.34,Returning,Credit Card,Retail,West-Bob
1033,14/11/2023,11,2023,23/11,David,South,"60,285.58",23,Furniture,"1,728.93","39,765.39","3,360.40",0.22,"17,003.62",21-30%,"1,631.47","20,520.19",0.34,Returning,Bank Transfer,Retail,South-David
1005,12/11/2023,11,2023,23/11,Eve,East,"99,303.02",28,Clothing,"2,339.75","65,513.00","3,813.48",0.07,"7,474.42",0-10%,"1,473.73","33,790.02",0.34,New,Credit Card,Retail,East-Eve
1073,16/11/2023,11,2023,23/11,David,South,"102,177.72",48,Clothing,"1,406.33","67,503.84","2,838.27",0.25,"34,059.24",21-30%,"1,431.94","34,673.88",0.34,New,Credit Card,Online,South-David
1062,05/05/2023,5,2023,23/05,Eve,South,"24,638.06",26,Clothing,631.75,"16,425.37","1,263.49",0.25,"8,212.69",21-30%,631.75,"8,212.69",0.33,Returning,Bank Transfer,Retail,South-Eve
1027,06/02/2023,2,2023,23/02,Eve,West,"50,130.23",45,Food,742.67,"33,420.15","1,485.34",0.25,"16,710.08",21-30%,742.67,"16,710.08",0.33,New,Credit Card,Retail,West-Eve
1070,01/01/2023,1,2023,23/01,Eve,South,"7,767.27",12,Furniture,431.52,"5,178.18",863.03,0.25,"2,589.09",21-30%,431.52,"2,589.09",0.33,Returning,Bank Transfer,Retail,South-Eve
1084,21/03/2023,3,2023,23/03,Eve,South,"98,099.99",40,Food,"1,638.38","65,535.20","3,104.43",0.21,"26,077.21",21-30%,"1,466.05","32,564.79",0.33,New,Bank Transfer,Online,South-Eve
1038,12/05/2023,5,2023,23/05,Bob,South,"40,512.96",20,Clothing,"1,354.74","27,094.80","2,774.86",0.27,"14,984.24",21-30%,"1,420.12","13,418.16",0.33,New,Credit Card,Retail,South-Bob
1090,28/06/2023,6,2023,23/06,Charlie,North,"152,108.52",41,Clothing,"2,484.31","101,856.71","3,946.77",0.06,"9,709.05",0-10%,"1,462.46","50,251.81",0.33,Returning,Credit Card,Online,North-Charlie
1052,08/11/2023,11,2023,23/11,Charlie,East,"54,272.30",18,Furniture,"2,019.05","36,342.90","3,722.38",0.19,"12,730.54",11-20%,"1,703.33","17,929.40",0.33,Returning,Bank Transfer,Retail,East-Charlie
1026,01/11/2023,11,2023,23/11,Alice,South,"97,526.30",36,Clothing,"1,814.48","65,321.28","3,386.33",0.2,"24,381.58",11-20%,"1,571.85","32,205.02",0.33,New,Bank Transfer,Online,South-Alice
1001,11/05/2023,5,2023,23/05,Eve,East,"5,273.39",8,Clothing,442.11,"3,536.88",803.87,0.18,"1,157.57",11-20%,361.76,"1,736.51",0.33,New,Cash,Retail,East-Eve
1062,14/03/2023,3,2023,23/03,Alice,East,"63,168.15",24,Food,"1,765.44","42,370.56","3,418.19",0.23,"18,868.41",21-30%,"1,652.75","20,797.59",0.33,Returning,Bank Transfer,Retail,East-Alice
1093,01/11/2023,11,2023,23/11,Charlie,North,"27,518.83",46,Clothing,401.64,"18,475.44",757.26,0.21,"7,315.13",21-30%,355.62,"9,043.39",0.33,New,Credit Card,Retail,North-Charlie
1099,15/10/2023,10,2023,23/10,David,East,"135,855.72",39,Electronics,"2,340.32","91,272.48","4,004.00",0.13,"20,300.28",11-20%,"1,663.68","44,583.24",0.33,New,Cash,Online,East-David
1032,09/11/2023,11,2023,23/11,Bob,East,"62,576.25",25,Electronics,"1,681.73","42,043.25","3,337.40",0.25,"20,858.75",21-30%,"1,655.67","20,533.00",0.33,Returning,Credit Card,Retail,East-Bob
1087,27/10/2023,10,2023,23/10,Eve,North,"75,799.83",27,Food,"1,886.79","50,943.33","3,423.66",0.18,"16,638.99",11-20%,"1,536.87","24,856.50",0.33,New,Credit Card,Online,North-Eve
1067,05/07/2023,7,2023,23/07,Alice,West,"95,299.16",27,Furniture,"2,372.40","64,054.80","3,836.52",0.08,"8,286.88",0-10%,"1,464.12","31,244.36",0.33,New,Cash,Online,West-Alice
1019,27/08/2023,8,2023,23/08,Charlie,North,"62,620.58",18,Food,"2,338.57","42,094.26","3,822.99",0.09,"6,193.24",0-10%,"1,484.42","20,526.32",0.33,Returning,Credit Card,Online,North-Charlie
1081,07/02/2023,2,2023,23/02,David,East,"93,258.58",41,Furniture,"1,529.51","62,709.91","2,879.24",0.21,"24,790.26",21-30%,"1,349.73","30,548.67",0.33,New,Bank Transfer,Online,East-David
1036,23/09/2023,9,2023,23/09,Bob,North,"143,312.96",42,Furniture,"2,296.86","96,468.12","3,967.69",0.14,"23,330.02",11-20%,"1,670.83","46,844.84",0.33,New,Bank Transfer,Online,North-Bob
1031,23/03/2023,3,2023,23/03,Eve,East,"99,764.31",32,Clothing,"2,098.76","67,160.32","3,711.47",0.16,"19,002.73",11-20%,"1,612.71","32,603.99",0.33,New,Cash,Retail,East-Eve
1009,14/05/2023,5,2023,23/05,David,West,"91,762.67",40,Furniture,"1,547.14","61,885.60","3,231.08",0.29,"37,480.53",21-30%,"1,683.94","29,877.07",0.33,Returning,Credit Card,Retail,West-David
1004,13/07/2023,7,2023,23/07,Eve,East,"14,080.36",16,Clothing,594.61,"9,513.76","1,189.22",0.26,"4,947.16",21-30%,594.61,"4,566.60",0.32,Returning,Credit Card,Retail,East-Eve
1018,23/01/2023,1,2023,23/01,David,North,"18,627.72",20,Furniture,629.31,"12,586.30","1,258.63",0.26,"6,544.88",21-30%,629.31,"6,041.42",0.32,Returning,Bank Transfer,Online,North-David
1079,28/10/2023,10,2023,23/10,Bob,West,"35,590.36",38,Furniture,632.83,"24,047.54","1,265.66",0.26,"12,504.72",21-30%,632.83,"11,542.82",0.32,Returning,Bank Transfer,Retail,West-Bob
1009,08/04/2023,4,2023,23/04,Charlie,South,"93,141.44",32,Clothing,"1,967.31","62,953.92","3,384.50",0.14,"15,162.56",11-20%,"1,417.19","30,187.52",0.32,Returning,Cash,Retail,South-Charlie
1014,16/08/2023,8,2023,23/08,David,South,"16,652.48",26,Furniture,433.19,"11,262.94",800.60,0.2,"4,163.12",11-20%,367.41,"5,389.54",0.32,Returning,Cash,Online,South-David
1055,01/12/2023,12,2023,23/12,Charlie,West,"26,715.40",8,Furniture,"2,260.43","18,083.44","3,838.42",0.13,"3,991.96",11-20%,"1,577.99","8,631.96",0.32,Returning,Bank Transfer,Online,West-Charlie
1051,07/04/2023,4,2023,23/04,Alice,West,"70,402.77",23,Electronics,"2,072.86","47,675.78","3,401.10",0.1,"7,822.53",0-10%,"1,328.24","22,726.99",0.32,New,Cash,Online,West-Alice
1049,22/05/2023,5,2023,23/05,Bob,East,"57,909.29",19,Clothing,"2,064.40","39,223.60","3,544.02",0.14,"9,427.09",11-20%,"1,479.62","18,685.69",0.32,Returning,Cash,Online,East-Bob
1009,04/03/2023,3,2023,23/03,David,East,"2,908.57",1,Clothing,"1,970.50","1,970.50","3,590.83",0.19,682.26,11-20%,"1,620.33",938.07,0.32,New,Bank Transfer,Retail,East-David
1095,03/03/2023,3,2023,23/03,Eve,East,"55,105.32",16,Electronics,"2,338.48","37,415.68","3,625.35",0.05,"2,900.28",0-10%,"1,286.87","17,689.64",0.32,Returning,Credit Card,Retail,East-Eve
1086,06/04/2023,4,2023,23/04,Charlie,West,"117,234.50",32,Electronics,"2,491.02","79,712.64","4,116.38",0.11,"14,489.66",11-20%,"1,625.36","37,521.86",0.32,Returning,Cash,Online,West-Charlie
1081,05/01/2023,1,2023,23/01,Bob,South,"40,035.55",44,Food,618.79,"27,226.76",938.04,0.03,"1,238.21",0-10%,319.25,"12,808.79",0.32,Returning,Cash,Online,South-Bob
1084,19/02/2023,2,2023,23/02,David,West,"23,899.55",35,Food,465.61,"16,296.35",812.91,0.16,"4,552.30",11-20%,347.30,"7,603.20",0.32,New,Bank Transfer,Online,West-David
1057,22/10/2023,10,2023,23/10,Eve,South,"116,164.15",40,Clothing,"1,980.80","79,232.00","3,723.21",0.22,"32,764.25",21-30%,"1,742.41","36,932.15",0.32,New,Bank Transfer,Retail,South-Eve
1015,08/02/2023,2,2023,23/02,Charlie,East,"46,930.83",23,Electronics,"1,392.20","32,020.60","2,684.83",0.24,"14,820.26",21-30%,"1,292.63","14,910.23",0.32,New,Cash,Online,East-Charlie
1021,07/01/2023,1,2023,23/01,Bob,North,"27,866.31",9,Furniture,"2,112.71","19,014.39","3,730.43",0.17,"5,707.56",11-20%,"1,617.72","8,851.92",0.32,New,Bank Transfer,Online,North-Bob
1040,10/03/2023,3,2023,23/03,Charlie,East,"28,482.56",13,Clothing,"1,497.61","19,468.93","2,882.85",0.24,"8,994.49",21-30%,"1,385.24","9,013.63",0.32,Returning,Credit Card,Online,East-Charlie
1093,21/04/2023,4,2023,23/04,Bob,West,"63,688.83",17,Furniture,"2,563.82","43,584.94","4,209.44",0.11,"7,871.65",11-20%,"1,645.62","20,103.89",0.32,Returning,Cash,Retail,West-Bob
1039,09/04/2023,4,2023,23/04,Alice,North,"1,033.13",3,Food,235.88,707.63,471.75,0.27,382.12,21-30%,235.88,325.51,0.32,Returning,Cash,Online,North-Alice
1016,18/03/2023,3,2023,23/03,David,South,"2,522.33",4,Food,431.91,"1,727.62",863.81,0.27,932.91,21-30%,431.91,794.71,0.32,New,Credit Card,Retail,South-David
1100,15/11/2023,11,2023,23/11,Eve,East,"1,736.45",2,Furniture,594.68,"1,189.35","1,189.35",0.27,642.25,21-30%,594.68,547.10,0.32,New,Bank Transfer,Online,East-Eve
1074,27/05/2023,5,2023,23/05,Eve,West,"5,604.98",2,Food,"1,921.12","3,842.24","3,503.11",0.2,"1,401.24",11-20%,"1,581.99","1,762.74",0.31,New,Bank Transfer,Retail,West-Eve
1088,11/01/2023,1,2023,23/01,Alice,South,"42,208.12",11,Food,"2,631.56","28,947.16","3,915.41",0.02,861.39,0-10%,"1,283.85","13,260.96",0.31,Returning,Cash,Online,South-Alice
1014,04/12/2023,12,2023,23/12,Bob,West,"35,247.81",49,Furniture,493.35,"24,174.15",799.27,0.1,"3,916.42",0-10%,305.92,"11,073.66",0.31,New,Bank Transfer,Online,West-Bob
1044,28/11/2023,11,2023,23/11,Charlie,West,"21,428.54",6,Electronics,"2,451.36","14,708.16","3,840.24",0.07,"1,612.90",0-10%,"1,388.88","6,720.38",0.31,New,Credit Card,Online,West-Charlie
1041,16/11/2023,11,2023,23/11,David,South,"35,014.98",40,Food,601.86,"24,074.40","1,067.53",0.18,"7,686.22",11-20%,465.67,"10,940.58",0.31,New,Cash,Online,South-David
1050,28/05/2023,5,2023,23/05,Alice,North,"21,908.52",6,Furniture,"2,510.69","15,064.14","4,102.72",0.11,"2,707.80",11-20%,"1,592.03","6,844.38",0.31,New,Credit Card,Retail,North-Alice
1049,28/09/2023,9,2023,23/09,Alice,West,"134,178.35",44,Furniture,"2,098.76","92,345.44","3,465.35",0.12,"18,297.05",11-20%,"1,366.59","41,832.91",0.31,Returning,Bank Transfer,Online,West-Alice
